1.0E-5 , 8.510239
1.0625E-5 , 8.256145
1.125E-5 , 8.02353
1.1875E-5 , 7.809531
1.25E-5 , 7.611789
1.375E-5 , 7.257558
1.5E-5 , 6.948582
1.625E-5 , 6.675982
1.75E-5 , 6.433137
1.875E-5 , 6.215001
2.0E-5 , 6.017648
2.1875E-5 , 5.753972
2.375E-5 , 5.522173
2.5625E-5 , 5.316305
2.75E-5 , 5.131868
2.9375E-5 , 4.965384
3.125E-5 , 4.814119
3.3125E-5 , 4.675885
3.5E-5 , 4.548915
3.875E-5 , 4.323206
4.25E-5 , 4.128073
4.625E-5 , 3.957182
5.0E-5 , 3.805895
5.3125E-5 , 3.692261
5.625E-5 , 3.588233
5.9375E-5 , 3.492529
6.25E-5 , 3.404096
6.875E-5 , 3.245679
7.5E-5 , 3.107501
8.125E-5 , 2.985591
8.75E-5 , 2.876987
9.375E-5 , 2.779434
1.0E-4 , 2.691175
1.0625E-4 , 2.610823
1.125E-4 , 2.537264
1.1875E-4 , 2.469592
1.25E-4 , 2.40706
1.375E-4 , 2.295042
1.5E-4 , 2.197336
1.625E-4 , 2.111132
1.75E-4 , 2.034338
1.875E-4 , 1.965357
2.0E-4 , 1.902949
2.1875E-4 , 1.819567
2.375E-4 , 1.746266
2.5625E-4 , 1.681165
2.75E-4 , 1.622841
2.9375E-4 , 1.570194
3.125E-4 , 1.52236
3.3125E-4 , 1.478647
3.5E-4 , 1.438495
3.875E-4 , 1.36712
4.25E-4 , 1.305414
4.625E-4 , 1.251373
5.0E-4 , 1.203532
5.3125E-4 , 1.167598
5.625E-4 , 1.134701
5.9375E-4 , 1.104437
6.25E-4 , 1.076472
6.875E-4 , 1.026377
7.5E-4 , 0.982681
8.125E-4 , 0.9441296
8.75E-4 , 0.9097862
9.375E-4 , 0.8789372
0.001 , 0.8510275
0.0010625 , 0.8256182
0.001125 , 0.8023568
0.0011875 , 0.780957
0.00125 , 0.7611828
0.001375 , 0.7257596
0.0015 , 0.6948622
0.001625 , 0.6676022
0.00175 , 0.6433177
0.001875 , 0.6215041
0.002 , 0.6017689
0.0021875 , 0.5754012
0.002375 , 0.5522211
0.0025625 , 0.5316342
0.00275 , 0.5131903
0.0029375 , 0.4965417
0.003125 , 0.4814148
0.0033125 , 0.4675912
0.0035 , 0.4548938
0.003875 , 0.4323223
0.00425 , 0.4128083
0.004625 , 0.3957184
0.005 , 0.3805891
0.0053125 , 0.3692251
0.005625 , 0.3588217
0.0059375 , 0.3492509
0.00625 , 0.3404071
0.006875 , 0.3245646
0.0075 , 0.3107462
0.008125 , 0.2985547
0.00875 , 0.287694
0.009375 , 0.2779385
0.01 , 0.2691125
0.010625 , 0.2610772
0.01125 , 0.2537212
0.011875 , 0.2469538
0.0125 , 0.2407005
0.01375 , 0.229498
0.015 , 0.2197267
0.01625 , 0.2111056
0.0175 , 0.2034256
0.01875 , 0.1965275
0.02 , 0.1902871
0.021325 , 0.1842816
0.02265 , 0.1788117
0.023975 , 0.1738022
0.0253 , 0.1691921
0.02684375 , 0.1642575
0.0283875 , 0.1597311
0.031475 , 0.1516972
0.0345625 , 0.1447629
0.03765 , 0.1386979
0.0407375 , 0.1333348
0.043825 , 0.1285489
0.0469125 , 0.1242442
0.05 , 0.1203459
0.053125 , 0.1167529
0.05625 , 0.1134649
0.059375 , 0.1104407
0.0625 , 0.1076466
0.06875 , 0.10264
0.075 , 0.09827034
0.08125 , 0.09441267
0.0875 , 0.09097504
0.09375 , 0.08788729
0.1 , 0.08509465
0.10625 , 0.08255365
0.1125 , 0.08022917
0.11875 , 0.07809214
0.125 , 0.0761181
0.1375 , 0.07258014
0.15 , 0.06948979
0.1625 , 0.06676099
0.175 , 0.06433061
0.1875 , 0.06214953
0.2 , 0.06017787
0.21875 , 0.05754277
