1.0E-5 , 15.69379
1.0625E-5 , 15.22854
1.125E-5 , 14.80272
1.1875E-5 , 14.41107
1.25E-5 , 14.04924
1.375E-5 , 13.40128
1.5E-5 , 12.83636
1.625E-5 , 12.33816
1.75E-5 , 11.89454
1.875E-5 , 11.49623
2.0E-5 , 11.13603
2.1875E-5 , 10.65504
2.375E-5 , 10.23247
2.5625E-5 , 9.857424
2.75E-5 , 9.52164
2.9375E-5 , 9.21874
3.125E-5 , 8.943708
3.3125E-5 , 8.692536
3.5E-5 , 8.461983
3.875E-5 , 8.052532
4.25E-5 , 7.69901
4.625E-5 , 7.389811
5.0E-5 , 7.116442
5.3125E-5 , 6.911354
5.625E-5 , 6.723807
5.9375E-5 , 6.551455
6.25E-5 , 6.39237
6.875E-5 , 6.107842
7.5E-5 , 5.860203
8.125E-5 , 5.642188
8.75E-5 , 5.44839
9.375E-5 , 5.274683
1.0E-4 , 5.117864
1.0625E-4 , 4.975399
1.125E-4 , 4.845256
1.1875E-4 , 4.725783
1.25E-4 , 4.615622
1.375E-4 , 4.418901
1.5E-4 , 4.248039
1.625E-4 , 4.097927
1.75E-4 , 3.964763
1.875E-4 , 3.845648
2.0E-4 , 3.738334
2.1875E-4 , 3.595691
2.375E-4 , 3.471069
2.5625E-4 , 3.361071
2.75E-4 , 3.263128
2.9375E-4 , 3.175258
3.125E-4 , 3.095903
3.3125E-4 , 3.023823
3.5E-4 , 2.958013
3.875E-4 , 2.842055
4.25E-4 , 2.742985
4.625E-4 , 2.657234
5.0E-4 , 2.582195
5.3125E-4 , 2.526423
5.625E-4 , 2.475847
5.9375E-4 , 2.429752
6.25E-4 , 2.387553
6.875E-4 , 2.312978
7.5E-4 , 2.249098
8.125E-4 , 2.193731
8.75E-4 , 2.145261
9.375E-4 , 2.102461
0.001 , 2.064386
0.0010625 , 2.030289
0.001125 , 1.999577
0.0011875 , 1.971769
0.00125 , 1.946472
0.001375 , 1.902167
0.0015 , 1.864653
0.001625 , 1.832488
0.00175 , 1.804614
0.001875 , 1.780234
0.002 , 1.758737
0.0021875 , 1.730881
0.002375 , 1.707245
0.0025625 , 1.686948
0.00275 , 1.669336
0.0029375 , 1.653917
0.003125 , 1.640308
0.0033125 , 1.628213
0.0035 , 1.617393
0.003875 , 1.598858
0.00425 , 1.583565
0.004625 , 1.570736
0.005 , 1.559823
0.0053125 , 1.551902
0.005625 , 1.544859
0.0059375 , 1.538557
0.00625 , 1.532883
0.006875 , 1.523083
0.0075 , 1.514915
0.008125 , 1.508003
0.00875 , 1.502078
0.009375 , 1.496944
0.01 , 1.492451
0.010625 , 1.488486
0.01125 , 1.484962
0.011875 , 1.48181
0.0125 , 1.478972
0.01375 , 1.47407
0.015 , 1.469986
0.01625 , 1.46653
0.0175 , 1.463567
0.01875 , 1.461
0.02 , 1.458753
0.021325 , 1.45666
0.02265 , 1.454811
0.023975 , 1.453166
0.0253 , 1.451694
0.02684375 , 1.450162
0.0283875 , 1.448797
0.031475 , 1.446468
0.0345625 , 1.444555
0.03765 , 1.442956
0.0407375 , 1.441599
0.043825 , 1.440433
0.0469125 , 1.439421
0.05 , 1.438533
0.053125 , 1.43774
0.05625 , 1.437035
0.059375 , 1.436405
0.0625 , 1.435837
0.06875 , 1.434856
0.075 , 1.434039
0.08125 , 1.433347
0.0875 , 1.432754
0.09375 , 1.432241
0.1 , 1.431791
0.10625 , 1.431394
0.1125 , 1.431041
0.11875 , 1.430725
0.125 , 1.430441
0.1375 , 1.42995
0.15 , 1.429541
0.1625 , 1.429194
0.175 , 1.428897
0.1875 , 1.42864
0.2 , 1.428414
0.21875 , 1.428124
0.2375 , 1.427879
0.25625 , 1.427671
0.275 , 1.42749
0.29375 , 1.427332
0.3125 , 1.427193
0.33125 , 1.42707
0.35 , 1.42696
0.3875 , 1.426771
0.425 , 1.426615
0.5 , 1.426372
0.625 , 1.426093
0.75 , 1.425905
0.875 , 1.425768
1.0 , 1.425663
1.25 , 1.425511
1.5 , 1.425404
1.75 , 1.425322
2.0 , 1.425257
2.375 , 1.425178
2.75 , 1.425113
3.125 , 1.425057
3.5 , 1.425008
4.25 , 1.424922
5.0 , 1.424847
6.25 , 1.424734
7.5 , 1.424629
8.75 , 1.42453
10.0 , 1.424434
12.5 , 1.424248
15.0 , 1.424067
17.5 , 1.423888
20.0 , 1.423712
23.75 , 1.423448
27.5 , 1.423187
31.25 , 1.422927
35.0 , 1.422668
42.5 , 1.422153
50.0 , 1.42164
62.5 , 1.420791
75.0 , 1.419945
87.5 , 1.419105
100.0 , 1.418269
125.0 , 1.416608
150.0 , 1.414963
175.0 , 1.413335
200.0 , 1.41172
237.5 , 1.409325
275.0 , 1.406962
312.5 , 1.404628
350.0 , 1.402324
425.0 , 1.397799
500.0 , 1.393379
562.5 , 1.389769
625.0 , 1.386226
750.0 , 1.379319
875.0 , 1.372634
1000.0 , 1.36615
1125.0 , 1.359847
1250.0 , 1.353709
1500.0 , 1.341874
1750.0 , 1.330545
2000.0 , 1.319646
2375.0 , 1.303966
2750.0 , 1.288951
3125.0 , 1.274487
3500.0 , 1.260507
3875.0 , 1.247004
4062.5 , 1.240457
4250.0 , 1.234087
4437.5 , 1.227955
4625.0 , 1.222183
4718.75 , 1.219499
4812.5 , 1.217015
4906.25 , 1.214805
5000.0 , 1.21299
5059.502 , 1.212132
5119.004 , 1.211593
5178.506 , 1.211481
5238.008 , 1.211961
5267.759 , 1.212472
5297.51 , 1.213282
5327.261 , 1.214299
5357.012 , 1.215682
5386.763 , 1.217564
5416.514 , 1.220017
5446.265 , 1.223199
5476.016 , 1.227328
5502.267 , 1.231996
5528.518 , 1.237928
5554.769 , 1.245526
5581.02 , 1.255361
5594.146 , 1.261109
5607.271 , 1.267932
5620.397 , 1.275808
5633.522 , 1.284947
5646.648 , 1.295616
5659.773 , 1.308156
5672.899 , 1.323012
5686.024 , 1.340762
5699.15 , 1.362187
5712.275 , 1.388334
5725.401 , 1.420662
5738.526 , 1.461153
5745.089 , 1.48463
5751.652 , 1.511872
5758.215 , 1.542999
5764.777 , 1.578679
5771.34 , 1.619845
5777.903 , 1.667661
5784.466 , 1.723624
5791.028 , 1.789662
5797.591 , 1.868348
5804.154 , 1.963086
5810.717 , 2.078508
5817.279 , 2.220198
5823.842 , 2.396603
5827.124 , 2.502876
5830.405 , 2.623606
5833.687 , 2.761466
5836.968 , 2.91972
5840.249 , 3.102623
5843.53 , 3.315535
5847.249 , 3.601936
5850.968 , 3.949153
5854.687 , 4.375515
5858.405 , 4.906224
5862.124 , 5.576244
5863.984 , 5.978774
5865.843 , 6.437956
5867.703 , 6.966284
5869.562 , 7.577643
5871.421 , 8.289917
5873.28 , 9.125407
5875.468 , 10.30631
5877.655 , 11.76086
5879.843 , 13.57784
5880.937 , 14.65837
5882.03 , 15.8772
5883.124 , 17.25938
5884.218 , 18.83087
5885.312 , 20.6236
5886.405 , 22.67319
5887.499 , 25.02734
5888.593 , 27.73479
5889.687 , 30.85163
5890.78 , 34.43355
5892.248 , 40.07949
5893.715 , 46.77154
5895.182 , 54.53073
5896.649 , 63.21461
5899.584 , 81.57854
5901.051 , 89.70452
5902.518 , 95.83522
5903.599 , 98.55647
5904.68 , 99.48578
5905.471 , 98.97822
5906.261 , 97.49221
5907.841 , 91.90056
5909.421 , 83.66488
5911.001 , 74.0086
5914.161 , 54.73301
5915.741 , 46.44317
5917.321 , 39.38121
5919.068 , 32.95563
5920.814 , 27.79926
5922.56 , 23.67743
5924.306 , 20.37443
5926.052 , 17.70943
5927.798 , 15.53913
5929.544 , 13.7538
5931.29 , 12.27104
5932.662 , 11.27725
5934.034 , 10.40817
5935.406 , 9.644511
5936.778 , 8.970378
5939.522 , 7.840328
5942.265 , 6.937631
5945.009 , 6.205333
5947.753 , 5.603893
5950.497 , 5.104733
5953.24 , 4.686631
5955.984 , 4.331962
5958.728 , 4.027585
5961.472 , 3.764496
5964.215 , 3.536089
5966.959 , 3.33658
5969.703 , 3.161389
5975.19 , 2.869546
5980.678 , 2.637744
5986.165 , 2.45063
5991.653 , 2.297351
5997.14 , 2.170409
6002.378 , 2.069362
6007.616 , 1.982676
6012.854 , 1.907485
6018.092 , 1.842251
6023.33 , 1.785449
6028.568 , 1.735601
6039.044 , 1.652597
6049.52 , 1.586711
6059.996 , 1.533542
6070.472 , 1.489958
6080.948 , 1.453766
6091.425 , 1.423791
6101.901 , 1.398095
6112.377 , 1.376078
6122.853 , 1.356704
6133.329 , 1.34015
6143.805 , 1.325641
6154.281 , 1.312661
6164.757 , 1.301344
6185.71 , 1.282049
6206.662 , 1.266535
6227.614 , 1.253705
6248.566 , 1.242957
6271.514 , 1.23327
6294.462 , 1.224827
6317.41 , 1.217794
6340.357 , 1.211574
6363.305 , 1.20606
6386.252 , 1.201301
6432.147 , 1.193193
6478.042 , 1.186557
6523.937 , 1.180946
6569.832 , 1.176231
6615.727 , 1.171926
6699.536 , 1.165358
6741.441 , 1.162401
6783.345 , 1.159722
6867.154 , 1.154726
6950.962 , 1.150258
7034.771 , 1.146113
7118.579 , 1.142201
7202.388 , 1.138438
7286.196 , 1.134873
7453.814 , 1.128019
7621.431 , 1.121524
7956.665 , 1.108928
8212.082 , 1.099656
8467.499 , 1.090526
8978.333 , 1.072497
9489.167 , 1.054608
10000.0 , 1.036744
11250.0 , 0.9927861
12500.0 , 0.9481405
13750.0 , 0.9025716
15000.0 , 0.8559702
16250.0 , 0.8083378
17500.0 , 0.7598226
18750.0 , 0.7108024
20000.0 , 0.6620387
21042.69 , 0.6225858
22085.37 , 0.5857705
23128.06 , 0.5539816
23649.4 , 0.5408047
24170.74 , 0.5299581
24230.66 , 0.5297322
24245.64 , 0.5304137
24260.62 , 0.5327173
24268.11 , 0.5357362
24271.86 , 0.5384338
24275.6 , 0.5429102
24277.48 , 0.5465501
24279.35 , 0.5520741
24281.22 , 0.5611952
24282.16 , 0.5680925
24283.09 , 0.5772376
24284.03 , 0.5896985
24284.97 , 0.6065437
24285.91 , 0.6292511
24286.84 , 0.6592915
24287.78 , 0.6995173
24288.25 , 0.724144
24288.71 , 0.7516121
24289.18 , 0.7834833
24289.65 , 0.819586
24290.12 , 0.8603156
24290.58 , 0.9050412
24291.11 , 0.9630186
24291.63 , 1.027108
24292.16 , 1.100267
24292.68 , 1.180162
24293.73 , 1.3673
24294.78 , 1.590052
24295.83 , 1.847707
24296.88 , 2.136731
24298.98 , 2.778528
24300.82 , 3.34778
24302.66 , 3.835837
24303.52 , 4.011516
24304.37 , 4.141924
24305.77 , 4.249242
24306.06 , 4.253686
24306.72 , 4.240641
24307.38 , 4.19582
24308.87 , 3.98541
24310.29 , 3.666266
